tweet_id,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp
835685285446955009,-2147483648,-2147483648,2016-10-14 16:13:10+00:00
835536468978302976,-2147483648,-2147483648,2017-02-24 23:04:14+00:00
835309094223372289,-2147483648,-2147483648,2016-07-13 01:34:21+00:00
834477809192075265,-2147483648,-2147483648,2017-02-09 01:27:41+00:00
833732339549220864,-2147483648,44667502,2017-02-17 03:39:51+00:00
832769181346996225,-2147483648,487197737,2017-02-18 01:39:12+00:00
832215909146226688,-2147483648,-2147483648,2016-10-13 23:23:56+00:00
832215726631055365,-2147483648,-2147483648,2016-11-01 03:00:09+00:00
832040443403784192,-2147483648,-2147483648,2016-08-28 16:51:16+00:00
830173239259324417,-2147483648,-2147483648,2016-12-15 02:14:29+00:00
829878982036299777,-2147483648,-2147483648,2017-02-02 01:01:21+00:00
828801551087042563,-2147483648,-2147483648,2016-12-17 22:43:27+00:00
827228250799742977,-2147483648,-2147483648,2016-02-02 23:52:22+00:00
826615380357632002,-2147483648,-2147483648,2016-12-17 00:38:52+00:00
825120256414846976,-2147483648,-2147483648,2017-01-27 17:04:02+00:00
824796380199809024,-2147483648,-2147483648,2016-11-06 01:33:58+00:00
823719002937630720,-2147483648,-2147483648,2016-10-06 15:49:14+00:00
823269594223824897,-2147483648,-2147483648,2017-01-20 00:50:15+00:00
822647212903690241,-2147483648,-2147483648,2017-01-20 17:00:46+00:00
822163064745328640,-2147483648,-2147483648,2016-10-12 15:55:59+00:00
821813639212650496,-2147483648,-2147483648,2016-09-27 02:53:48+00:00
821421320206483457,-2147483648,-2147483648,2016-10-01 19:47:08+00:00
820837357901512704,-2147483648,-2147483648,2017-01-11 17:01:16+00:00
820494788566847489,-2147483648,-2147483648,2017-01-14 17:00:24+00:00
820446719150292993,-2147483648,-2147483648,2016-11-20 00:59:15+00:00
820013781606658049,-2147483648,-2147483648,2017-01-13 17:00:21+00:00
819015337530290176,-2147483648,-2147483648,2017-01-11 02:15:36+00:00
819015331746349057,-2147483648,-2147483648,2017-01-11 02:21:57+00:00
818646164899774465,-2147483648,-2147483648,2016-12-12 16:16:49+00:00
818588835076603904,-2147483648,-2147483648,2016-09-07 15:44:53+00:00
818307523543449600,-2147483648,-2147483648,2017-01-04 01:05:59+00:00
817502432452313088,-2147483648,-2147483648,2016-01-27 18:42:06+00:00
817181837579653120,-2147483648,-2147483648,2017-01-02 17:00:46+00:00
816829038950027264,-2147483648,-2147483648,2016-10-25 16:00:09+00:00
816062466425819140,-2147483648,-2147483648,2017-01-02 18:38:42+00:00
816014286006976512,-2147483648,-2147483648,2016-05-16 00:31:53+00:00
815745968457060357,-2147483648,-2147483648,2016-10-26 22:31:36+00:00
814578408554463233,-2147483648,-2147483648,2016-02-12 17:22:12+00:00
813944609378369540,-2147483648,-2147483648,2016-10-23 19:42:02+00:00
812747805718642688,-2147483648,-2147483648,2015-12-24 16:00:30+00:00
809808892968534016,-2147483648,-2147483648,2016-11-02 23:45:19+00:00
808134635716833280,-2147483648,-2147483648,2016-11-22 20:58:07+00:00
807059379405148160,-2147483648,-2147483648,2016-10-03 15:42:44+00:00
806620845233815552,-2147483648,-2147483648,2016-09-29 16:03:01+00:00
806242860592926720,-2147483648,-2147483648,2016-10-04 15:55:06+00:00
805958939288408065,-2147483648,-2147483648,2016-10-02 23:23:04+00:00
805823200554876929,-2147483648,-2147483648,2016-10-07 00:06:50+00:00
804413760345620481,-2147483648,-2147483648,2016-10-08 18:41:19+00:00
803692223237865472,-2147483648,-2147483648,2016-01-25 00:26:41+00:00
803321560782307329,-2147483648,-2147483648,2016-08-22 16:06:54+00:00
802624713319034886,-2147483648,-2147483648,2016-09-19 01:42:24+00:00
802247111496568832,-2147483648,-2147483648,2016-09-22 20:33:42+00:00
802185808107208704,-2147483648,24885566,2016-11-19 19:55:41+00:00
801127390143516673,-2147483648,-2147483648,2016-09-13 16:30:07+00:00
800855607700029440,-2147483648,79923701,2016-11-22 00:10:52+00:00
800443802682937345,-2147483648,-2147483648,2016-09-14 17:40:06+00:00
800188575492947969,-2147483648,-2147483648,2015-12-29 04:31:49+00:00
799774291445383169,-2147483648,-2147483648,2016-09-11 21:34:30+00:00
799308762079035393,-2147483648,-2147483648,2016-09-09 18:31:54+00:00
798705661114773508,-2147483648,-2147483648,2016-06-08 22:48:46+00:00
798701998996647937,-2147483648,-2147483648,2016-04-09 02:47:55+00:00
798697898615730177,-2147483648,-2147483648,2016-03-24 01:11:29+00:00
798694562394996736,-2147483648,-2147483648,2016-02-21 01:19:47+00:00
798686750113755136,-2147483648,-2147483648,2016-01-02 20:58:09+00:00
798682547630837760,-2147483648,-2147483648,2015-12-16 01:27:03+00:00
798673117451325440,-2147483648,-2147483648,2015-12-12 02:23:01+00:00
798665375516884993,-2147483648,-2147483648,2015-12-02 03:40:57+00:00
798644042770751489,-2147483648,-2147483648,2015-11-28 03:31:48+00:00
798628517273620480,-2147483648,-2147483648,2015-11-20 01:06:48+00:00
798585098161549313,-2147483648,-2147483648,2015-11-19 03:29:07+00:00
798576900688019456,-2147483648,-2147483648,2015-11-16 04:02:55+00:00
798340744599797760,-2147483648,-2147483648,2016-09-02 18:03:10+00:00
796904159865868288,-2147483648,-2147483648,2016-01-13 16:56:30+00:00
796563435802726400,-2147483648,-2147483648,2016-09-28 00:46:20+00:00
796177847564038144,-2147483648,-2147483648,2016-11-09 00:37:46+00:00
794983741416415232,-2147483648,-2147483648,2016-10-21 18:16:44+00:00
794355576146903043,-2147483648,-2147483648,2016-10-19 15:37:03+00:00
793614319594401792,-2147483648,-2147483648,2016-10-27 16:06:04+00:00
791821351946420224,-2147483648,-2147483648,2016-01-06 20:16:44+00:00
791784077045166082,-2147483648,-2147483648,2015-12-30 06:37:25+00:00
791780927877898241,-2147483648,-2147483648,2016-06-25 17:31:25+00:00
791026214425268224,-2147483648,-2147483648,2016-08-11 20:40:41+00:00
790723298204217344,-2147483648,-2147483648,2016-10-23 00:27:05+00:00
790227638568808452,-2147483648,-2147483648,2016-08-08 17:19:51+00:00
789960241177853952,-2147483648,-2147483648,2016-08-08 01:44:46+00:00
789280767834746880,-2147483648,-2147483648,2016-07-06 15:54:42+00:00
788552643979468800,-2147483648,-2147483648,2016-05-28 03:04:00+00:00
788070120937619456,-2147483648,-2147483648,2016-08-04 01:03:17+00:00
787111942498508800,-2147483648,-2147483648,2016-07-12 18:27:35+00:00
786729988674449408,-2147483648,-2147483648,2016-07-30 17:56:51+00:00
786036967502913536,-2147483648,-2147483648,2016-09-25 00:06:08+00:00
783347506784731136,-2147483648,-2147483648,2015-12-08 18:17:56+00:00
782021823840026624,-2147483648,-2147483648,2016-03-09 16:56:11+00:00
780496263422808064,-2147483648,-2147483648,2016-06-13 18:27:32+00:00
780476555013349377,-2147483648,1228325660,2016-09-26 17:55:00+00:00
780092040432480260,-2147483648,-2147483648,2016-07-13 23:48:51+00:00
779124354206535695,-2147483648,-2147483648,2015-12-23 00:45:35+00:00
778774459159379968,-2147483648,-2147483648,2016-07-27 00:40:12+00:00
778396591732486144,-2147483648,-2147483648,2016-02-26 02:20:37+00:00
777953400541634568,-2147483648,-2147483648,2016-08-23 21:09:14+00:00
777641927919427584,-2147483648,-2147483648,2016-07-05 20:41:01+00:00
776819012571455488,-2147483648,-2147483648,2015-12-24 00:58:27+00:00
776249906839351296,-2147483648,-2147483648,2016-02-19 18:24:26+00:00
775898661951791106,-2147483648,-2147483648,2016-05-19 01:38:16+00:00
775096608509886464,-2147483648,-2147483648,2016-06-08 02:41:38+00:00
773336787167145985,-2147483648,-2147483648,2016-09-01 16:14:48+00:00
772615324260794368,-2147483648,-2147483648,2016-08-15 16:22:20+00:00
771171053431250945,-2147483648,-2147483648,2015-12-06 01:56:44+00:00
771004394259247104,-2147483648,1732729088,2016-08-31 15:10:07+00:00
770743923962707968,-2147483648,-2147483648,2016-06-04 23:31:25+00:00
770093767776997377,-2147483648,-2147483648,2016-06-10 00:39:48+00:00
769335591808995329,-2147483648,-2147483648,2016-03-07 18:09:06+00:00
768909767477751808,-2147483648,-2147483648,2016-02-18 02:24:13+00:00
768554158521745409,-2147483648,-2147483648,2016-06-07 00:36:02+00:00
766864461642756096,-2147483648,-2147483648,2016-08-01 01:28:46+00:00
766078092750233600,-2147483648,-2147483648,2016-04-29 00:21:01+00:00
763167063695355904,-2147483648,-2147483648,2015-12-06 00:17:55+00:00
761750502866649088,-2147483648,-2147483648,2016-01-08 05:00:14+00:00
761371037149827077,-2147483648,-2147483648,2016-03-20 23:23:54+00:00
760153949710192640,-2147483648,195036846,2016-08-01 16:42:51+00:00
759566828574212096,-2147483648,-2147483648,2016-06-05 19:47:03+00:00
759159934323924993,-2147483648,-2147483648,2015-11-27 19:11:49+00:00
757729163776290825,-2147483648,-2147483648,2015-12-21 22:15:18+00:00
757597904299253760,-2147483648,280479778,2016-07-25 15:23:28+00:00
754874841593970688,-2147483648,-2147483648,2015-12-22 04:35:49+00:00
753298634498793472,-2147483648,-2147483648,2015-12-28 17:12:42+00:00
752701944171524096,-2147483648,-2147483648,2016-01-03 05:11:12+00:00
752309394570878976,-2147483648,-2147483648,2015-12-11 16:40:19+00:00
747242308580548608,-2147483648,-2147483648,2016-03-01 20:11:59+00:00
746521445350707200,-2147483648,-2147483648,2015-11-21 00:46:50+00:00
743835915802583040,-2147483648,-2147483648,2015-11-19 00:32:12+00:00
711998809858043904,-2147483648,783214,2016-03-21 19:29:52+00:00
667550904950915073,-2147483648,-2147483648,2015-11-20 03:43:06+00:00
667550882905632768,-2147483648,-2147483648,2015-11-20 03:41:59+00:00
